Id,Short Description,Product_link,Description,Product Name,Product Brand,Outfit Name,Outfit Description,Outfit Image,Movie/Show,Series name,Series No,Episode,Celebrity Name,Character Name,Celebrity Image,Celebrity Type,Image1,Image2,Media,Buy,Extra_description,Source,Key works,In House,In House Price,Why we Like it,Who will this suit,Region,Year ,Video,Exact Image,Exact Store,Exact Price,Exact BuyLink,Similar Image,Similar Store,Similar Price,Similar BuyLink
57067,,https://wornontv.net/49192/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this pink bridesmaid dresses on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x22) in May 2015. Caroline's Dress is the Lucee Cocktail Dress by Herve Leger. ,Caroline and Max’s pink bridesmaid dresses on 2 Broke Girls,,Dress,Lucee Cocktail Dress by Herve Leger,https://wornontv.net/dottv/cdn2/tiles/herve-leger-lucee-cocktail-dress-2-broke-girls.jpg,2-broke-girls,And the Disappointing Unit,4,22,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2015/05/caroline-max-pink-bridesmaid-dress.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 4 Episode 22, Herve Leger, ",,,,,,,,https://wornontv.net/dottv/assets/products/Herve-Leger-Lucee-Cocktail-Dress-49192-28882.jpg,Shopbop,$1140,http://www.shopbop.com/lucee-cocktail-dress-herve-leger/vp/v=1/1538673395.htm,,,,
58452,,https://wornontv.net/62083/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this purple keyhole top with embroidered cuffs on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x07) in Nov 2016. Max's Top is the Mod Striped-Cuff Top in Purple by Free People . Max's Necklace is the Vintage Heart Necklace by Luxe de Ville on Etsy . Max's Earrings is the Vintage Sacred Heart Earrings. ,Max’s purple keyhole top with embroidered cuffs on 2 Broke Girls,,Top,Mod Striped-Cuff Top in Purple by Free People,https://uploads.wornontv.net/2016/11/free-people-mod-stripe-cuff-top-max-2-broke-girls.jpg,2-broke-girls,And The Sophie Doll,6,07,Kat Dennings,Max Black,https://uploads.wornontv.net/2016/11/maxs-purple-keyhole-top-embroidered-cuffs.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 6 Episode 7, Free People, Vintage, ",,,,,,,,https://wornontv.net/dottv/assets/products/Vintage-Heart-Necklace-39205-22308.jpg,Etsy,no longer available,3;url=https://www.awin1.com/cread.php?awinmid=6220,,,,
58452,,https://wornontv.net/62083/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this purple keyhole top with embroidered cuffs on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x07) in Nov 2016. Max's Top is the Mod Striped-Cuff Top in Purple by Free People . Max's Necklace is the Vintage Heart Necklace by Luxe de Ville on Etsy . Max's Earrings is the Vintage Sacred Heart Earrings. ,Max’s purple keyhole top with embroidered cuffs on 2 Broke Girls,,Necklace,Vintage Heart Necklace by Luxe de Ville on Etsy,https://uploads.wornontv.net/2016/11/free-people-mod-stripe-cuff-top-max-2-broke-girls.jpg,2-broke-girls,And The Sophie Doll,6,07,Kat Dennings,Max Black,https://uploads.wornontv.net/2016/11/maxs-purple-keyhole-top-embroidered-cuffs.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 6 Episode 7, Free People, Vintage, ",,,,,,,,https://wornontv.net/dottv/assets/products/Vintage-Heart-Necklace-39205-22308.jpg,Etsy,no longer available,3;url=https://www.awin1.com/cread.php?awinmid=6220,,,,
58452,,https://wornontv.net/62083/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this purple keyhole top with embroidered cuffs on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x07) in Nov 2016. Max's Top is the Mod Striped-Cuff Top in Purple by Free People . Max's Necklace is the Vintage Heart Necklace by Luxe de Ville on Etsy . Max's Earrings is the Vintage Sacred Heart Earrings. ,Max’s purple keyhole top with embroidered cuffs on 2 Broke Girls,,Earrings,Vintage Sacred Heart Earrings,https://uploads.wornontv.net/2016/11/free-people-mod-stripe-cuff-top-max-2-broke-girls.jpg,2-broke-girls,And The Sophie Doll,6,07,Kat Dennings,Max Black,https://uploads.wornontv.net/2016/11/maxs-purple-keyhole-top-embroidered-cuffs.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 6 Episode 7, Free People, Vintage, ",,,,,,,,https://wornontv.net/dottv/assets/products/Vintage-Heart-Necklace-39205-22308.jpg,Etsy,no longer available,3;url=https://www.awin1.com/cread.php?awinmid=6220,,,,
73437,,https://wornontv.net/47221/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this white mesh insert top on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x15) in Mar 2015. Caroline's Top is the Sleeveless Shell w/ Mesh Insert by Vince. ,Caroline’s white mesh insert top on 2 Broke Girls,,Top,Sleeveless Shell w/ Mesh Insert by Vince,https://wornontv.net/dottv/cdn2/tiles/vince-sleeveless-shell-mesh-insert-caroline-2-broke-girls.jpg,2-broke-girls,And the Fat Cat ,4,15,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2015/03/carolines-white-vneck-mesh-insert-top.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 4 Episode 15, Vince, ",,,,,,,,https://wornontv.net/dottv/assets/products/Vince-Sleeveless-Shell-w-mesh-insert-47221-27077.jpg,Bergdorf Goodman,$225,http://www.bergdorfgoodman.com/Vince-Suede-Front-Knit-Zip-Cardigan-Sleeveless-Shell-W-Mesh-Insert-Mason-Slim-Cropped-Jeans-Shop-All-5F/prod105210011_cat441205__/p.prod?icid=%26searchType=EndecaDrivenCat%26rte=%25252Fcategory.jsp%25253FitemId%25253Dcat441205%252526pag,,,,
50279,,https://wornontv.net/60508/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this blush pink short sleeved top on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x01) in Oct 2016. Caroline's Top is the Bakeeve Silk Top in Pearl Pink by Theory. ,Caroline’s blush pink short sleeved top on 2 Broke Girls,,Top,Bakeeve Silk Top in Pearl Pink by Theory,https://uploads.wornontv.net/2016/10/Theory-Bakeeve-Summer-Short-Sleeve-Silk-Top-pearl-pink-caroline-2-broke-girls.jpg,2-broke-girls,And The Two Openings,6,01,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/10/carolines-blush-short-sleeved-top.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 1, Theory, ",,,,,,,,https://wornontv.net/dottv/assets/products/Theory-Bakeeve-Top-60508-38568.jpg,Neiman Marcus,no longer available,http://www.neimanmarcus.com/Theory-Bakeeve-Summer-Short-Sleeve-Silk-Top/prod188780666/p.prod,,,,
37387,,https://wornontv.net/49204/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this nude blouse on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x22) in May 2015. Caroline's Top is the Blouson Sleeve Blouse by Alice + Olivia. ,Caroline’s nude blouse on 2 Broke Girls,,Top,Blouson Sleeve Blouse by Alice + Olivia,https://wornontv.net/dottv/cdn2/tiles/alice-olivia-blouson-sleeve-blouse-beth-behrs-2-broke-girls.jpg,2-broke-girls,And the Disappointing Unit,4,22,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2015/05/carolines-blush-blouse.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 4 Episode 22, Alice + Olivia, ",,,,,,,,https://wornontv.net/dottv/assets/products/alice-and-olivia-Blouson-Sleeve-Blouse-49204-28894.jpg,Shopbop,$242,http://www.shopbop.com/blouson-sleeve-blouse-alice-olivia/vp/v=1/1546690706.htm,,,,
83741,,https://wornontv.net/53946/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this denim bomber jacket on 2 Broke Girls on episode &amp;#039;&amp;#039; (5x01) in Nov 2015. Max's Jacket is the Angeleno Denim Jacket by American Apparel . ,Max’s denim bomber jacket on 2 Broke Girls,,Jacket,Angeleno Denim Jacket by American Apparel,https://wornontv.net/dottv/cdn2/tiles/american-apparel-angeleo-denim-jacket-max-2-broke-girls.jpg,2-broke-girls,And The Wrecking Ball,5,01,Kat Dennings,Max Black,https://uploads.wornontv.net/2015/11/max-denim-bomber-jacket.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 5 Episode 1, 2 Broke Girls: Season 5 Episode 2, American Apparel, ",,,,,,,,https://wornontv.net/dottv/assets/products/Angeleno-Denim-Jacket-53946-33004.jpg,American Apparel,$95,,,,,
14145,,https://wornontv.net/41884/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this white split neck jumpsuit on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x06) in Dec 2014. Caroline's Jumpsuit is the Tank Pleat Jumpsuit by Alice + Olivia. ,Caroline’s white split neck jumpsuit on 2 Broke Girls,,Jumpsuit,Tank Pleat Jumpsuit by Alice + Olivia,https://wornontv.net/dottv/cdn2/tiles/alice-olivia-tank-pleat-jumpsuit-beth-behrs-2-broke-girls.jpg,2-broke-girls,And the Model Apartment,4,06,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2014/12/carolines-white-jumpsuit.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 4 Episode 6, Alice + Olivia, ",,,,,,,,https://wornontv.net/dottv/assets/products/alice-and-olivia-Tank-Pleat-Jumpsuit-41884-23677.jpg,Shopbop,$495,http://www.shopbop.com/tank-pleat-pant-jumpsuit-alice/vp/v=1/1516611560.htm,,,,
68867,,https://wornontv.net/48886/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this burgundy v-neck top with crochet pocket on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x21) in May 2015. Max's Top is the Crochet Mix Top in Fall Red by Lucky Brand . ,Max’s burgundy v-neck top with crochet pocket on 2 Broke Girls,,Top,Crochet Mix Top in Fall Red by Lucky Brand,https://wornontv.net/dottv/cdn2/tiles/lucky-brand-crochet-mix-top-fall-red-max-2-broke-girls.jpg,2-broke-girls,And the Grate Expectations,4,21,Kat Dennings,Max Black,https://uploads.wornontv.net/2015/05/max-burgundy-vneck-crochet-pocket-top.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 4 Episode 21, Lucky Brand, ",,,,,,,,https://wornontv.net/dottv/assets/products/Lucky-Brand-Crochet-Mixed-Top-Fall-Red-48726-28478.jpg,6pm,$34.99,,,,,
82289,,https://wornontv.net/62086/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this white ruffle trim robe on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x07) in Nov 2016. Caroline's Robe is the Vintage Ruffle Trim Terry Robe by Betsey Johnson. ,Caroline’s white ruffle trim robe on 2 Broke Girls,,Robe,Vintage Ruffle Trim Terry Robe by Betsey Johnson,https://uploads.wornontv.net/2016/11/betsey-johnson-vintage-ruffle-trim-terry-robe-caroline-2-broke-girls.jpg,2-broke-girls,And The Sophie Doll,6,07,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/11/carolines-white-ruffle-trim-robe.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 20, 2 Broke Girls: Season 6 Episode 7, Betsey Johnson, ",,,,,,,,https://wornontv.net/dottv/assets/products/Betsey-Johnson--Vintage--Ruffle-Trim-Terry-Robe-in-White-62086-39469.jpg,Nordstrom,no longer available,http://shop.nordstrom.com/s/betsey-johnson-vintage-ruffle-trim-terry-robe/3769496,,,,
92971,,https://wornontv.net/61289/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this white top with blush tie neck on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x04) in Oct 2016. Caroline's Top is the Sleeveless Blouse With Tie Neck by Vesper . Caroline's Jacket is the Vegan Leather Hooded Motorcycle Jacket in Light Grey by Free People . Caroline's Bag is the Matelass&amp;eacute; Leather Satchel by Miu Miu. ,Caroline’s white top with blush tie neck on 2 Broke Girls,,Top,Sleeveless Blouse With Tie Neck by Vesper,https://uploads.wornontv.net/2016/10/Vesper-Sleeveless-Blouse-With-Tie-Neck-caroline-2-broke-girls.jpg,2-broke-girls,And the Godmama Drama,6,04,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/10/carolines-white-top-blush-tie.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 4, Free People, Miu Miu, Vesper, ",,,,,,,,https://wornontv.net/dottv/assets/products/Miu-Miu-Matelasse-Leather-Satchel-61289-39778.jpg,Nordstrom,$1850,http://shop.nordstrom.com/s/miu-miu-matelasse-leather-satchel/4386161?fashioncolor=CAMMEO,,,,
92971,,https://wornontv.net/61289/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this white top with blush tie neck on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x04) in Oct 2016. Caroline's Top is the Sleeveless Blouse With Tie Neck by Vesper . Caroline's Jacket is the Vegan Leather Hooded Motorcycle Jacket in Light Grey by Free People . Caroline's Bag is the Matelass&amp;eacute; Leather Satchel by Miu Miu. ,Caroline’s white top with blush tie neck on 2 Broke Girls,,Jacket,Vegan Leather Hooded Motorcycle Jacket in Light Grey by Free People,https://uploads.wornontv.net/2016/10/Vesper-Sleeveless-Blouse-With-Tie-Neck-caroline-2-broke-girls.jpg,2-broke-girls,And the Godmama Drama,6,04,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/10/carolines-white-top-blush-tie.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 4, Free People, Miu Miu, Vesper, ",,,,,,,,https://wornontv.net/dottv/assets/products/Miu-Miu-Matelasse-Leather-Satchel-61289-39778.jpg,Nordstrom,$1850,http://shop.nordstrom.com/s/miu-miu-matelasse-leather-satchel/4386161?fashioncolor=CAMMEO,,,,
92971,,https://wornontv.net/61289/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this white top with blush tie neck on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x04) in Oct 2016. Caroline's Top is the Sleeveless Blouse With Tie Neck by Vesper . Caroline's Jacket is the Vegan Leather Hooded Motorcycle Jacket in Light Grey by Free People . Caroline's Bag is the Matelass&amp;eacute; Leather Satchel by Miu Miu. ,Caroline’s white top with blush tie neck on 2 Broke Girls,,Bag,Matelassé Leather Satchel by Miu Miu,https://uploads.wornontv.net/2016/10/Vesper-Sleeveless-Blouse-With-Tie-Neck-caroline-2-broke-girls.jpg,2-broke-girls,And the Godmama Drama,6,04,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/10/carolines-white-top-blush-tie.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 4, Free People, Miu Miu, Vesper, ",,,,,,,,https://wornontv.net/dottv/assets/products/Miu-Miu-Matelasse-Leather-Satchel-61289-39778.jpg,Nordstrom,$1850,http://shop.nordstrom.com/s/miu-miu-matelasse-leather-satchel/4386161?fashioncolor=CAMMEO,,,,
86176,,https://wornontv.net/54444/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this gold off-shoulder dress on 2 Broke Girls on episode &amp;#039;&amp;#039; (5x03) in Nov 2015. Max's Dress is the Velvet-Trim Brocade Dress W/Lace Insets by Oscar de la Renta. ,Max’s gold off-shoulder dress on 2 Broke Girls,,Dress,Velvet-Trim Brocade Dress W/Lace Insets by Oscar de la Renta,https://wornontv.net/dottv/cdn2/tiles/oscar-de-la-renta-velvet-trim-brocade-dress-w-lace-max-2-broke-girls.jpg,2-broke-girls,And The Maybe Baby,5,03,Kat Dennings,Max Black,https://uploads.wornontv.net/2015/11/max-gold-off-shoulder-dress.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 5 Episode 3, ",,,,,,,,https://wornontv.net/dottv/assets/products/Velvet-Trim-Brocade-Dress-With-Lace-Insets-by-Oscar-de-la-Renta-54444-33424.jpg,Bergdorf Goodman,no longer available,http://www.bergdorfgoodman.com/Oscar-de-la-Renta-Velvet-Trim-Brocade-Dress-W-Lace-Insets-Gold-Black/prod111630170___/p.prod,,,,
10274,,https://wornontv.net/63082/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this beige leather jacket and white quilted bag on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x09) in Dec 2016. Caroline's Jacket is the Vegan Leather Hooded Motorcycle Jacket in Light Grey by Free People . Caroline's Bag is the Matelass&amp;eacute; Leather Satchel by Miu Miu. ,Caroline’s beige leather jacket and white quilted bag on 2 Broke Girls,,Jacket,Vegan Leather Hooded Motorcycle Jacket in Light Grey by Free People,https://uploads.wornontv.net/2016/12/miu-miu-Matelasse-Leather-Satchel-caroline-channing-2-broke-girls.jpg,2-broke-girls,And The About Facetime,6,09,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/12/carolines-cream-leather-jacket-quilted-bag.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 1, 2 Broke Girls: Season 6 Episode 11, 2 Broke Girls: Season 6 Episode 12, 2 Broke Girls: Season 6 Episode 14, 2 Broke Girls: Season 6 Episode 18, 2 Broke Girls: Season 6 Episode 9, Free People, Miu Miu, ",,,,,,,,https://wornontv.net/dottv/assets/products/Vegan-Leather-Hooded-Motorcycle-Jacket-41023-23173.jpg,Free People,$168,http://www.freepeople.com/Vegan-Leather-Hooded-Motorcycle-Jacket?productOptionIDs=3EAEB383-8755-414F-9834-D356F32B8065,,,,
10274,,https://wornontv.net/63082/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this beige leather jacket and white quilted bag on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x09) in Dec 2016. Caroline's Jacket is the Vegan Leather Hooded Motorcycle Jacket in Light Grey by Free People . Caroline's Bag is the Matelass&amp;eacute; Leather Satchel by Miu Miu. ,Caroline’s beige leather jacket and white quilted bag on 2 Broke Girls,,Bag,Matelassé Leather Satchel by Miu Miu,https://uploads.wornontv.net/2016/12/miu-miu-Matelasse-Leather-Satchel-caroline-channing-2-broke-girls.jpg,2-broke-girls,And The About Facetime,6,09,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/12/carolines-cream-leather-jacket-quilted-bag.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 1, 2 Broke Girls: Season 6 Episode 11, 2 Broke Girls: Season 6 Episode 12, 2 Broke Girls: Season 6 Episode 14, 2 Broke Girls: Season 6 Episode 18, 2 Broke Girls: Season 6 Episode 9, Free People, Miu Miu, ",,,,,,,,https://wornontv.net/dottv/assets/products/Vegan-Leather-Hooded-Motorcycle-Jacket-41023-23173.jpg,Free People,$168,http://www.freepeople.com/Vegan-Leather-Hooded-Motorcycle-Jacket?productOptionIDs=3EAEB383-8755-414F-9834-D356F32B8065,,,,
67593,,https://wornontv.net/45044/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this &amp;#8216;Brooklyn Hearted&amp;#8217; sweatshirt on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x10) in Feb 2015. Max's Sweater is the Brooklyn Hearted Hoodie by HeadHoods on Etsy . Max's Necklace is the Vintage Heart Necklace by Luxe de Ville on Etsy . ,Max’s ‘Brooklyn Hearted’ sweatshirt on 2 Broke Girls,,Sweater,Brooklyn Hearted Hoodie by HeadHoods on Etsy,https://wornontv.net/dottv/cdn2/tiles/headhoods-brooklyn-hearted-sweatshirt-kat-dennings-2-broke-girls.jpg,2-broke-girls,And the Move-In Meltdown,4,10,Kat Dennings,Max Black,https://uploads.wornontv.net/2015/02/max-brooklyn-hearted-sweatshirt.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 4 Episode 10, Etsy, ",,,,,,,,,,,,,,,
67593,,https://wornontv.net/45044/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this &amp;#8216;Brooklyn Hearted&amp;#8217; sweatshirt on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x10) in Feb 2015. Max's Sweater is the Brooklyn Hearted Hoodie by HeadHoods on Etsy . Max's Necklace is the Vintage Heart Necklace by Luxe de Ville on Etsy . ,Max’s ‘Brooklyn Hearted’ sweatshirt on 2 Broke Girls,,Necklace,Vintage Heart Necklace by Luxe de Ville on Etsy,https://wornontv.net/dottv/cdn2/tiles/headhoods-brooklyn-hearted-sweatshirt-kat-dennings-2-broke-girls.jpg,2-broke-girls,And the Move-In Meltdown,4,10,Kat Dennings,Max Black,https://uploads.wornontv.net/2015/02/max-brooklyn-hearted-sweatshirt.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 4 Episode 10, Etsy, ",,,,,,,,,,,,,,,
56613,,https://wornontv.net/45046/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this beige cable knit sweater with suede shoulder patch on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x10) in Feb 2015. Caroline's Sweater is the Suede-Patch Cabled Crewneck Sweater by Ralph Lauren Blue Label. ,Caroline’s beige cable knit sweater with suede shoulder patch on 2 Broke Girls,,Sweater,Suede-Patch Cabled Crewneck Sweater by Ralph Lauren Blue Label,https://wornontv.net/dottv/cdn2/tiles/ralph-lauren-blue-label-suede-patched-cable-sweater-beth-behrs-2-broke-girls.jpg,2-broke-girls,And the Move-In Meltdown,4,10,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2015/02/carolines-beige-cable-knit-sweater-suede-shoulder-patch.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 4 Episode 10, ",,,,,,,,,,,,,,,
34560,,https://wornontv.net/45993/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this biege coat on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x13) in Feb 2015. Caroline's Coat is the Chessy Coat in Taupe by Ted Baker . ,Caroline’s biege coat on 2 Broke Girls,,Coat,Chessy Coat in Taupe by Ted Baker,https://wornontv.net/dottv/cdn2/tiles/ted-baker-chessy-coat-beth-behrs.jpg,2-broke-girls,And the Great Unwashed,4,13,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2015/02/carolines-beige-funnel-neck-coat.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 4 Episode 13, 2 Broke Girls: Season 5 Episode 1, 2 Broke Girls: Season 5 Episode 8, 2 Broke Girls: Season 5 Episode 9, 2 Broke Girls: Season 6 Episode 15, 2 Broke Girls: Season 6 Episode 16, 2 Broke Girls: Season 6 Episode 17, Ted Baker, ",,,,,,,,https://wornontv.net/dottv/assets/products/Ted-Baker-Coat---Chessy-Wrap-45993-25958.jpg,Bloomingdales,$425,http://www1.bloomingdales.com/shop/product/ted-baker-coat-chessy-wrap?ID=1109870,,,,
31044,,https://wornontv.net/47418/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this red pintuck blouse on 2 Broke Girls on episode &amp;#039;&amp;#039; (4x16) in Mar 2015. ,Max’s red pintuck blouse on 2 Broke Girls,,,,,2-broke-girls,And the Zero Tolerance,4,16,Kat Dennings,Max Black,https://uploads.wornontv.net/2015/03/max-red-pintuck-flutter-blouse.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 4 Episode 16, ",,,,,,,,,,,,https://wornontv.net/dottv/assets/products/Blouse-with-Butterfly-Sleeves-47418-27289.jpg,H&M,$24.95,http://www.hm.com/us/product/87337?article=87337-H
74875,,https://wornontv.net/60917/,Caroline Channing (played by Beth Behrs) on 2 Broke Girls on CBS was spotted wearing this orange dress with laser cutouts on 2 Broke Girls on episode &amp;#039;&amp;#039; (6x03) in Oct 2016. Caroline's Dress is the Neilson Laser Cut Dress by Likely. ,Caroline’s orange dress with laser cutouts on 2 Broke Girls,,Dress,Neilson Laser Cut Dress by Likely,https://uploads.wornontv.net/2016/10/likeley-Neilson-Laser-Cut-Dress-caroline-2-broke-girls.jpg,2-broke-girls,And the 80s Movie,6,03,Beth Behrs,Caroline Channing,https://uploads.wornontv.net/2016/10/carolines-orange-peach-laser-dress.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Caroline Channing, Beth Behrs, 2 Broke Girls: Season 6 Episode 2, Likely, ",,,,,,,,https://wornontv.net/dottv/assets/products/LIKELY-Neilson-Laser-Cut-Dress-60917-38791.jpg,Bloomingdales,no longer available,http://www1.bloomingdales.com/shop/product/likely-neilson-laser-cut-dress?ID=1673259,,,,
51633,,https://wornontv.net/54442/,Max Black (played by Kat Dennings) on 2 Broke Girls on CBS was spotted wearing this plaid and dotted shirt on 2 Broke Girls on episode &amp;#039;&amp;#039; (5x03) in Nov 2015. Max's Top is the Flannel Print Shirt in Wine by Uniqlo. ,Max’s plaid and dotted shirt on 2 Broke Girls,,Top,Flannel Print Shirt in Wine by Uniqlo,https://wornontv.net/dottv/cdn2/tiles/uniqlo-flannel-plaid-shirt-wine-max-2-broke-girls.jpg,2-broke-girls,And The Maybe Baby,5,03,Kat Dennings,Max Black,https://uploads.wornontv.net/2015/11/max-plaid-polka-dot-shirt.jpg,Mainstream,,,,,,WornOnTv,"2 Broke Girls, Max Black, Kat Dennings, 2 Broke Girls: Season 5 Episode 3, Uniqlo, ",,,,,,,,https://wornontv.net/dottv/assets/products/Flannel-Print-Shirt-54442-33423.jpg,Uniqlo,$29.90,3;url=http://www.uniqlo.com/us/product/women-flannel-print-long-sleeve-shirt-145503.html#18~/women/featured/extended-sizes/shirts-and-blouses/,,,,
