Id,Title,Short Description,Product_link,Description,Product Name,Product Brand,Outfit Name,Outfit Description,Outfit Image,Movie/Show,Series Description,Series No,Episode,Celebrity Name,Character Name,Celebrity Image,Celebrity Type,Image1,Image2,Media,Buy,Buy Link,Extra_description,Source,Key works,In House,In House Price,Why we Like it,Who will this suit,Region,Year ,Video,Exact Image,Exact Store,Exact Price,Exact BuyLink,Similar Image,Similar Store,Similar Price,Similar BuyLink,Get It Second Hand
20478,13 Reasons Why: Season 3 Episode 12 Jessica’s Purple T Shirt,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-12-jessicas-purple-t-shirt/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/jescci-420x358.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
24433,13 Reasons Why: Season 4 Episode 10 Jessica’s Beige Linen Blazer,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-10-jessicas-beige-linen-blazer/,Beige Linen Blazer,['Tahari ASL Petite Linen Ruched-Sleeve Jacket'],,,,,['13 Reasons Why'],,,"['4x10 - ""Graduation""']",['Alisha Boe'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/beige-blazer-1-420x396.jpg?v=1591367085,Mainstream,,,,,https://www.macys.com/shop/product/tahari-asl-petite-linen-ruched-sleeve-jacket?ID=9019743,,Shopurtv,,,,,,,,,,,,,,,,,[]
39771,13 Reasons Why: Season 4 Episode 8 Jessica’s Black Denim Jeans,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-8-jessicas-black-denim-jeans/,Black Skinny Jeans,['Frame Ali Jeans'],,,,,['13 Reasons Why'],,,"['4x08 - ""Acceptance/Rejection""']",['Alisha Boe'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/skinny-420x348.jpg?v=1591370208,Mainstream,,,,– $225.00,https://shopstyle.it/l/birYp,,Shopurtv,,,,,,,,,,,,,,,,,[]
87885,13 Reasons Why: Season 2 Episode 2 Clay’s Half Zip Hoodie,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-2-clays-half-zip-hoodie/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-16-420x346.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
11020,13 Reasons Why: Season 1 Episode 2 Jessica’s Ringer Tee,,https://www.shopyourtv.com/13-reasons-season-1-episode-2-jessicas-ringer-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x02-Jessica.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
90614,13 Reasons Why: Season 3 Episode 10 Jessica’s Bomber Jacket,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-10-jessicas-bomber-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-24-420x315.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
75960,13 Reasons Why: Season 3 Episode 3 Nora’s Black Keyhole Dress,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-3-noras-black-keyhole-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/keyhole-420x376.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
28730,13 Reasons Why: Season 4 Episode 4 Clay’s Black Leather Jacket,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-4-clays-black-leather-jacket/,Black Leather Jacket,['John Varvatos Star USA Band Collar Black Leather Jacket'],,,,,['13 Reasons Why'],,,"['4x04 - ""Senior Camping Trip""']",['Dylan Minnette'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/clayfe-2-420x318.jpg?v=1591361965,Mainstream,,,,,https://rstyle.me/+2p91dSX0NNtmmWv1EZNHgg,,Shopurtv,,,,,,,,,,,,,,,,,[]
48048,13 Reasons Why: Season 2 Episode 11 Nora’s Black Twist Neck Dress,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-11-noras-black-twist-neck-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-44-420x356.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
30361,13 Reasons Why: Season 1 Episode 7 Red Scarf Print Tee,,https://www.shopyourtv.com/13-reasons-season-1-episode-7-red-scarf-print-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/05/13rw.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
89171,13 Reasons Why: Season 1 Episode 7 Jessica’s Floral Bomber Jacket,,https://www.shopyourtv.com/13-reasons-season-1-episode-7-jessicas-floral-bomber-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x07-13-Reasons-Jessica-Floral-Bomber.png,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
11226,13 Reasons Why: Season 4 Episode 7 Ani’s Red Cropped Denim Jacket,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-7-anis-red-cropped-denim-jacket/,Red Cropped Denim Jacket,['PAIGE Vivienne Raw Hem Denim Jacket'],,,,,['13 Reasons Why'],,,"['4x07 - ""College Interview""']",['Grace Saif'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/ani-red-cropped-420x364.jpg?v=1591499324,Mainstream,,,,,https://rstyle.me/+EJWmCK8R_nw_fJllk19_cg,,Shopurtv,,,,,,,,,,,,,,,,,[]
41525,13 Reasons Why: Season 4 Episode 10 Jessica’s Grey Tank Top,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-10-jessicas-grey-tank-top/,Grey Tank,['Madewell Whisper Cotton Scoop Tank Top MEDIA'],,,,,['13 Reasons Why'],,,"['4x10 - ""Graduation""']",['Alisha Boe'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/jess-420x375.jpg?v=1591367988,Mainstream,,,,,https://www.madewell.com/whisper-cotton-scoop-tank-top-G2274.html,,Shopurtv,,,,,,,,,,,,,,,,,[]
76680,13 Reasons Why: Season 4 Episode 1 Tony’s Backpack,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-1-tonys-backpack/,Black Zip Backpack,['Herschel Supply Co Pop Quiz Backpack'],,,,,['13 Reasons Why'],,,"['4x01 - ""Winter Break""']",['Christian Navarro'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/Black-Backpack-420x318.jpg?v=1591500480,Mainstream,,,,– $55.99,https://shopstyle.it/l/birXk,,Shopurtv,,,,,,,,,,,,,,,,,[]
74125,13 REASONS WHY : Season 4 Episode 9 Justin’s white tuxedo blazer,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-9-justins-white-tuxedo-blazer/,[],['ASOS DESIGN /skinny tuxedo blazer in white with black lapels'],,,,,['13 Reasons why'],,,"['4x09 ""Prom""']",['Brandon Flynn'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/justin_tux2.jpg?v=1592736910,Mainstream,,,,,https://shopstyle.it/l/bi7Ct,,Shopurtv,,,,,,,,,,,,,,,,,[]
26006,13 Reasons Why: Season 2 Episode 4 Marcus’ Large Grey Backpack,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-4-marcus-large-grey-backpack/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw2x-1-420x346.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
47622,13 Reasons Why: Season 1 Episode 1 Courtney’s Trim Blazer,,https://www.shopyourtv.com/13-reasons-season-1-episode-1-courtneys-trim-blazer/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x01-Courtney-Crimson.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
50595,13 Reasons Why: Season 1 Episode 2 Hannah’s Floral Dress,,https://www.shopyourtv.com/13-reasons-season-1-episode-2-hannahs-floral-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/13-Reasons-Why-1x02-2.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
57627,13 Reasons Why: Season 3 Episode 3 Ani’s Printed Strapless Dress,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-3-anis-printed-strapless-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/asdda-420x401.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
56856,13 Reasons Why: Season 3 Episode 11 Jessica’s Marled Sweater,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-11-jessicas-marled-sweater/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-35-420x316.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
97985,13 Reasons Why: Season 3 Episode 9 Jessica’s Rainbow Stripe Tee,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-9-jessicas-rainbow-stripe-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-16-420x330.jpg,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
11687,13 Reasons Why: Season 4 Episode 4 Jessica’s Purple V Neck T Shirt,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-4-jessicas-purple-v-neck-t-shirt/,Purple V Neck Tee with Pocket,['Madewell Whisper Cotton V-neck Tee in Purple'],,,,,['13 Reasons Why'],,,"['4x04 - ""Senior Camping Trip""']",['Alisha Boe'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/purple-v-n-1-420x326.jpg?v=1591361271,Mainstream,,,,,https://rstyle.me/+YGc2Ew2jnv2Z7Y7vIZorig,,Shopurtv,,,,,,,,,,,,,,,,,[]
82611,13 Reasons Why: Season 2 Episode 1 Hannah’s White Printed Dress,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-1-hannahs-white-printed-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-56-420x342.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
81502,13 Reasons Why: Season 1 Episode 5 Olivia’s Pink Printed Blouse,,https://www.shopyourtv.com/13-reasons-season-1-episode-5-olivias-pink-printed-blouse/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/13-rw-1x05-Oliovais-Floral-Blosue.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
64469,13 Reasons Why: Season 1 Episode 5 Courtney’s Purple Embellished Dress,,https://www.shopyourtv.com/13-reasons-season-1-episode-5-courtneys-purple-embellished-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x05-13-Reasons-Why-Courtney-Crimson.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
89233,13 Reasons Why: Season 4 Episode 1 Ani’s Printed Blouse,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-1-anis-printed-blouse/,Floral Black Blouse,['Vince Woodblock Blouse'],,,,,['13 Reasons Why'],,,"['4x01 - ""Winter Break""']",['Grace Saif'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/Harness-Coat-1-420x335.jpg?v=1591498059,Mainstream,,,,– Sold Out,https://shopstyle.it/l/bivFA,,Shopurtv,,,,,,,,,,,,,,,,,[]
42140,13 Reasons Why: Season 4 Episode 5 Jessica’s Printed Dress,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-5-jessicas-printed-dress/,Paisley Printed Dress,['AllSaints Leila Dress'],,,,,['13 Reasons Why'],,,"['4x05 - ""House Party""']",['Alisha Bow'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/Shop-Your-TV-Example-The-Project-420x354.jpg?v=1591748498,Mainstream,,,,– $116.00,https://api.shopstyle.com/action/apiVisitRetailer?id=799505488&pid=uid2416-8012804-55,,Shopurtv,,,,,,,,,,,,,,,,,[]
43001,13 Reasons Why: Season 2 Episode 6 Justin’s Navy Blue Polo Shirt,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-6-justins-navy-blue-polo-shirt/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw2x-17-420x340.png,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
65590,13 Reasons Why: Season 1 Episode 4 Tony’s Grey Shirt,,https://www.shopyourtv.com/13-reasons-season-1-episode-4-tonys-grey-shirt/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x04-13-Reasons-Why-Tony-Grey-Shirt.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
23259,13 Reasons Why: Season 2 Episode 8 Nora’s Lace Neck Dress,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-8-noras-lace-neck-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-9-420x354.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
38372,13 Reasons Why: Season 2 Episode 5 Justin’s White Ringer Tee,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-5-justins-white-ringer-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw2x-7-420x336.png,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
86388,13 Reasons Why: Season 2 Episode 1 Clay’s Leather Sneakers,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-1-clays-leather-sneakers/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-11-420x347.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
40364,13 Reasons Why: Season 1 Episode 2 Tony’s Quilted Leather Jacket,,https://www.shopyourtv.com/13-reasons-season-1-episode-2-tonys-quilted-leather-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x02-Tony-Quilt-Shoulder-Jacket.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
29123,13 Reasons Why: Season 1 Episode 1 Hannah’s Denim Jacket,,https://www.shopyourtv.com/13-reasons-season-1-episode-1-hannahs-denim-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/13-reasons-why-Hanna-Denim-Jacket.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
32778,13 Reasons Why: Season 1 Episode 1 Hannah’s Khaki Jacket,,https://www.shopyourtv.com/13-reasons-season-1-episode-1-hannas-khaki-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/13-reasons-why-Hanna-Anorak.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
33723,13 Reasons Why: Season 2 Episode 7 Clay’s Grey Ringer Tee,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-7-clays-grey-ringer-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-2-420x331.png,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
82606,13 Reasons Why: Season 2 Episode 9 Tony’s Quilted Leather Jacket,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-9-tonys-quilted-leather-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-28-420x344.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
37997,13 Reasons Why: Season 1 Episode 1 Hannah’s Floral Flare Dress,,https://www.shopyourtv.com/13-reasons-season-1-episode-1-hannahs-floral-flare-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x01-13-Reasons-Why-Hannah-Floral-Dress.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
54701,13 Reasons Why: Season 1 Episode 1 Hannah’s White Eyelet Top,,https://www.shopyourtv.com/13-reasons-season-1-episode-1-hannahs-white-eyelet-top/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/13-rw-1x01-white-embroidered-top.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
68590,13 Reasons Why: Season 4 Episode 6 Clay’s Dark Wash Denim Jacket,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-6-clays-dark-wash-denim-jacket/,Dark Wash Denim Jacket,['Paige Scout Denim Jacket'],,,,,['13 Reasons Why'],,,"['4x06 - ""Thursday""']",['Dylan Minnette'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/ewf-420x330.jpg?v=1591362364,Mainstream,,,,,https://rstyle.me/+MrtYFVKE3KZtItmElLK_DA,,Shopurtv,,,,,,,,,,,,,,,,,[]
78554,13 Reasons Why: Season 1 Episode 12 Hannah’s Yellow Plaid Shirt,,https://www.shopyourtv.com/13-reasons-season-1-episode-12-hannahs-yellow-plaid-shirt/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x12-13-Reasons-Why-Hannah-Plaid-Shirt.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
33503,13 Reasons Why: Season 1 Episode 2 Hannah’s Broken Social Scene Tee,,https://www.shopyourtv.com/13-reasons-season-1-episode-2-hannahs-broken-social-scene-tee/,[],[],,,,,[],,,[''],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x02-Hannah-Baker-Broken-Social-Scene.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
39892,13 Reasons Why: Season 2 Episode 3 Jess’ Embroidered Bomber Jacket,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-3-jess-embroidered-bomber-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-23-420x320.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
78151,13 Reasons Why: Season 2 Episode 8 Sheri’s Printed Scribble Top,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-8-sheris-printed-scribble-top/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-23-420x304.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
60309,13 Reasons Why: Season 1 Episode 10 Justin’s Tan/Navy Backpack,,https://www.shopyourtv.com/13-reasons-season-1-episode-10-justins-tannavy-backpack/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x10-13-Reasons-Why-Navy-Backpack.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
15497,13 Reasons Why: Season 2 Episode 2 Courtney’s Floral Printed Sweater,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-2-courtneys-floral-printed-sweater/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-15-420x337.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
34686,13 Reasons Why: Season 1 Episode 3 Metallic Silver Boots,,https://www.shopyourtv.com/13-reasons-season-1-episode-3-metallic-silver-boots/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x03-13-Reasons-Why-Metallic-Lace-up-Boots.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
86811,13 Reasons Why: Season 1 Episode 2 Jessica’s Anchor Print Tee,,https://www.shopyourtv.com/13-reasons-season-1-episode-2-jessicas-anchor-print-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x02-Alisha-Boe-Anchor-Tee.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
50242,13 Reasons Why: Season 2 Episode 8 Jessica’s Printed Bomber Jacket,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-8-jessicas-printed-bomber-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-6-420x342.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
35034,13 Reasons Why: Season 1 Episode 5 Tony’s Quilted Leather Jacket,,https://www.shopyourtv.com/13-reasons-season-1-episode-5-tonys-quilted-leather-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x05-13-Reasons-Why-Tony-Leather-Jacket.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
63241,13 Reasons Why: Season 4 Episode 7 Jessica’s Burgundy Trousers,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-7-jessicas-burgundy-trousers/,Burgundy Trousers,['Theory Straight Leg Pants'],,,,,['13 Reasons Why'],,,"['4x07 - ""College Interview""']",['Alisha Boe'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/trouserss-2-420x363.jpg?v=1591498166,Mainstream,,,,– $132,https://www.theoutnet.com/en-au/shop/product/theory/pants/straight-leg-pants/stretch-crepe-straight-leg-pants/4146401444562167,,Shopurtv,,,,,,,,,,,,,,,,,[]
15220,13 Reasons Why: Season 2 Episode 4 Jess’ Red Burnout Tee,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-4-jess-red-burnout-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/ghosted-1x04-11-420x367.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
16435,13 Reasons Why: Season 3 Episode 9 Justin’s Blue Polo,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-9-justins-blue-polo/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-18-420x339.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
44194,13 Reasons Why: Season 4 Episode 10 White/Black Star Print Blouse,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-10-white-black-star-print-blouse/,Black & White Star Print Blouse,['Equipment Signature Star Print Blouse'],,,,,['13 Reasons Why'],,,"['4x10 - ""Graduation""']",['Veronica St Clair'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/black-star-420x352.jpg?v=1591367514,Mainstream,,,,,https://rstyle.me/+mFupPc63gv3t9fRCMM3ngw,,Shopurtv,,,,,,,,,,,,,,,,,[]
93693,13 Reasons Why: Season 4 Episode 2 Clay’s Dark Blue Denim Jacket,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-2-clays-dark-blue-denim-jacket/,Dark Blue/Black Denim Jacket,"[""PAIGE Men's Scout Denim Jacket""]",,,,,['13 Reasons Why'],,,"['4x02 - ""College Tour""']",['Dylan Minnette'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/clay-420x334.jpg?v=1591354240,Mainstream,,,,,https://rstyle.me/+MrtYFVKE3KZtItmElLK_DA,,Shopurtv,,,,,,,,,,,,,,,,,[]
38537,13 Reasons Why: Season 2 Episode 3 Chloe’s Pink Sweater,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-3-chloes-pink-sweater/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-21-420x298.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
64255,13 Reasons Why: Season 1 Episode 10 Clay’s Black Converse,,https://www.shopyourtv.com/13-reasons-season-1-episode-10-clays-black-converse/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x10-13-Reasons-Why-Converse.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
41151,13 Reasons Why: Season 4 Episode 4 Ani’s Black Polo Tee,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-4-anis-black-polo-tee/,Black Polo Tee,['Rag & Bone Libby Polo'],,,,,['13 Reasons Why'],,,"['4x04 - ""Senior Camping Trip""']",['Grace Saif'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/Black-collar-ppolo-420x323.jpg?v=1591503026,Mainstream,,,,– $171.00 (yellow),https://api.shopstyle.com/action/apiVisitRetailer?id=790816617&pid=uid2416-8012804-55,,Shopurtv,,,,,,,,,,,,,,,,,[]
30495,13 Reasons Why: Season 3 Episode 9 Ani’s Printed Henley,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-9-anis-printed-henley/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-19-420x336.jpg,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
28618,13 Reasons Why: Season 2 Episode 10 Jessica’s Yellow Printed Dress,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-10-jessicas-yellow-printed-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-31-420x375.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
77129,13 Reasons Why: Season 3 Episode 3 Jessica’s Ribbed Striped Wrap Top,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-3-jessicas-ribbed-striped-wrap-top/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/jessica-420x366.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
98926,13 Reasons Why: Season 4 Episode 2 Estela’s Grey Ringer T-Shirt,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-2-estelas-grey-ringer-t-shirt/,Grey Ringer Tee,['Forever 21 Classic Ringer Tee'],,,,,['13 Reasons Why'],,,"['4x02 - ""College Tours""']",['Inde Navarrette'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/esterlla-de-la-cruz-420x331.jpg?v=1591501669,Mainstream,,,,– Sold Out,https://rstyle.me/+Aj13qHhv6cwZSg1fvGxABQ,,Shopurtv,,,,,,,,,,,,,,,,,[]
57817,13 Reasons Why: Season 4 Episode 3 Justin’s Blue Backpack,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-3-justins-blue-backpack/,Blue Backpack,['Herschel Supply Co Pop Quiz Backpack'],,,,,['13 Reasons Why'],,,"['4x03 - ""Valentine\'s Day""']",['Brandon Flynn'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/kRibbed-Stripe-Sweater-14-420x332.jpg?v=1591361098,Mainstream,,,,– $47.97,https://shopstyle.it/l/bisbd,,Shopurtv,,,,,,,,,,,,,,,,,[]
80576,13 Reasons Why: Season 3 Episode 11 Jessica’s Floral Tee,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-11-jessicas-floral-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-32-420x317.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
21410,13 Reasons Why: Season 3 Episode 9 Jessica’s Green Bomber jacket,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-9-jessicas-green-bomber-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-17-420x345.jpg,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
